date,temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),max_generation(mw)
2020-05-24,33.48,25.81,29.645,100.28,9.13,6.36,7.745,21.89,9256.0,9574.0
2020-05-25,33.44,26.53,29.985,100.31,11.55,7.6,9.575,15.62,8462.0,8929.0
2020-05-26,32.74,26.36,29.55,100.28,10.49,6.69,8.59,16.06,7945.0,8341.0
2020-05-27,31.73,25.95,28.84,100.31,9.22,5.73,7.475,63.98,6399.0,6958.0
2020-05-28,30.9,25.23,28.065,100.39,5.9,1.74,3.82,20.27,8147.0,8468.0
2020-05-29,31.09,25.03,28.06,100.44,4.77,2.02,3.395,19.51,8660.0,9155.0
2020-05-30,32.06,25.76,28.91,100.51,5.48,2.62,4.05,16.0,8941.0,9184.0
2020-05-31,31.39,25.65,28.52,100.66,4.45,0.5,2.475,6.47,10001.0,10574.0
2020-06-01,31.23,25.83,28.53,100.61,7.05,3.81,5.43,4.15,9378.0,9834.0
2020-06-02,30.94,25.91,28.425,100.46,6.97,5.06,6.015,7.41,9851.0,10228.0
2020-06-03,30.48,25.94,28.21,100.41,6.9,4.77,5.835,6.82,9720.0,10238.0
2020-06-04,32.12,26.08,29.1,100.38,5.74,3.57,4.655,27.29,8763.0,9376.0
2020-06-05,30.3,26.03,28.165,100.32,6.48,3.09,4.785,17.55,9612.0,10098.0
2020-06-06,30.05,26.63,28.34,100.18,7.15,4.3,5.725,14.03,10196.0,10677.0
2020-06-07,32.44,25.83,29.135,100.08,4.8,1.55,3.175,10.73,10899.0,11441.0
2020-06-08,31.26,26.29,28.775,100.1,4.45,2.92,3.685,16.39,10882.0,11464.0
2020-06-09,31.54,26.34,28.94,100.13,4.0,1.6,2.8,9.08,11320.0,11934.0
2020-06-10,30.38,26.6,28.49,100.12,4.45,2.24,3.345,17.21,10999.0,10804.0
2020-06-11,29.54,26.37,27.955,100.01,7.71,1.83,4.77,12.45,10708.0,11211.0
2020-06-12,31.14,26.3,28.72,99.94,7.28,5.09,6.185,5.79,9687.0,10167.0
2020-06-13,29.78,27.12,28.45,99.98,6.81,5.0,5.905,41.6,10273.0,10714.0
2020-06-14,30.2,26.77,28.485,100.1,7.28,4.36,5.82,8.82,10826.0,11410.0
2020-06-15,31.08,26.67,28.875,99.99,6.34,4.66,5.5,14.86,11143.0,11634.0
2020-06-16,31.4,26.9,29.15,99.86,6.66,4.48,5.57,15.77,10844.0,11389.0
2020-06-17,29.38,26.65,28.015,99.74,7.7,2.42,5.06,28.46,9929.0,10355.0
2020-06-18,30.58,26.23,28.405,99.93,7.75,5.8,6.775,14.47,10042.0,10510.0
2020-06-19,31.71,26.32,29.015,100.03,7.52,4.58,6.05,21.12,10033.0,10548.0
2020-06-20,30.92,26.83,28.875,100.07,6.41,4.61,5.51,21.63,10756.0,11332.0
2020-06-21,31.18,26.51,28.845,99.93,8.39,5.54,6.965,7.58,10369.0,11075.0
2020-06-22,30.8,26.07,28.435,100.02,8.85,5.87,7.36,3.26,10971.0,11476.0
2020-06-23,32.15,26.44,29.295,100.28,6.28,4.73,5.505,3.13,11079.0,11673.0
2020-06-24,32.2,26.55,29.375,100.39,6.34,4.12,5.23,4.0,11385.0,12070.0
2020-06-25,31.3,26.74,29.02,100.23,8.2,5.65,6.925,2.97,10872.0,11285.0
2020-06-26,30.16,26.86,28.51,100.14,7.95,5.96,6.955,8.48,10212.0,10790.0
2020-06-27,31.18,26.68,28.93,100.12,7.62,5.99,6.805,16.95,10306.0,10753.0
2020-06-28,30.73,26.45,28.59,100.16,7.59,5.23,6.41,7.1,10141.0,10619.0
2020-06-29,32.24,25.76,29.0,100.2,6.51,2.09,4.3,8.07,10764.0,11286.0
2020-06-30,32.4,26.31,29.355,100.15,5.1,2.46,3.78,4.62,10809.0,11367.0
2020-07-01,31.28,26.86,29.07,100.05,7.43,4.99,6.21,2.45,11514.0,12112.0
2020-07-02,30.8,26.76,28.78,99.93,6.2,4.45,5.325,4.11,11501.0,12032.0
2020-07-03,31.89,26.64,29.265,99.99,4.97,1.98,3.475,2.89,10903.0,11491.0
2020-07-04,32.01,27.04,29.525,99.93,5.72,2.3,4.01,13.62,11195.0,11743.0
2020-07-05,30.18,27.15,28.665,99.75,7.45,5.24,6.345,5.36,11070.0,11415.0
2020-07-06,31.08,27.19,29.135,99.76,8.77,5.77,7.27,7.06,10983.0,11470.0
2020-07-07,32.15,26.93,29.54,100.11,7.31,5.53,6.42,6.85,11413.0,11843.0
2020-07-08,31.74,27.19,29.465,100.18,6.01,3.46,4.735,4.5,11391.0,11838.0
2020-07-09,30.92,26.94,28.93,100.0,7.82,5.63,6.725,29.51,10870.0,11305.0
2020-07-10,31.32,27.22,29.27,99.94,9.8,6.65,8.225,17.56,10289.0,10640.0
2020-07-11,29.59,27.1,28.345,99.9,7.85,5.59,6.72,31.09,10143.0,10538.0
2020-07-12,30.75,26.6,28.675,99.96,7.04,5.61,6.325,27.63,10507.0,10886.0
2020-07-13,32.29,26.51,29.4,99.93,6.73,2.84,4.785,7.93,10971.0,11407.0
2020-07-14,31.07,26.4,28.735,100.13,6.77,5.36,6.065,18.18,11373.0,11783.0
2020-07-15,32.37,26.12,29.245,100.14,6.55,4.06,5.305,4.04,11504.0,11903.0
2020-07-16,32.12,26.33,29.225,100.11,6.85,4.41,5.63,2.35,11536.0,11962.0
2020-07-17,32.13,26.56,29.345,100.14,6.31,3.84,5.075,2.54,11125.0,11543.0
2020-07-19,31.46,26.57,29.015,100.16,8.98,5.37,7.175,21.86,10764.0,11331.0
2020-07-21,28.87,26.72,27.795,100.22,8.11,5.57,6.84,45.56,10256.0,10747.0
2020-07-22,29.96,25.87,27.915,100.19,7.37,2.7,5.035,34.24,11014.0,11483.0
2020-07-23,31.4,25.25,28.325,100.16,6.38,4.02,5.2,19.79,11054.0,11580.0
2020-07-24,30.52,26.29,28.405,100.45,6.45,4.37,5.41,7.84,10558.0,10998.0
2020-07-25,31.82,25.78,28.8,100.5,5.36,3.38,4.37,1.87,11724.0,12225.0
2020-07-26,32.56,26.37,29.465,100.39,5.08,2.52,3.8,1.6,12070.0,12536.0
2020-07-27,30.27,26.54,28.405,100.23,5.62,3.7,4.66,11.35,11404.0,11885.0
2020-07-28,31.31,26.13,28.72,100.25,6.45,3.05,4.75,19.38,11287.0,11797.0
2020-07-29,31.67,26.53,29.1,100.31,6.75,5.27,6.01,23.95,11187.0,11548.0
2020-07-30,31.19,26.47,28.83,100.37,5.91,3.58,4.745,2.17,10710.0,11169.0
2020-07-31,32.06,26.55,29.305,100.26,5.05,2.34,3.695,4.5,10021.0,10415.0
2020-08-01,33.02,27.02,30.02,100.06,3.99,0.92,2.455,5.2,10328.0,10778.0
2020-08-02,32.13,27.12,29.625,99.79,5.34,1.2,3.27,8.21,10370.0,10872.0
2020-08-03,33.98,27.51,30.745,99.4,3.09,0.29,1.69,8.05,10957.0,11454.0
2020-08-05,32.26,26.65,29.455,99.45,11.52,5.54,8.53,11.71,10181.0,10910.0
2020-08-06,30.11,26.6,28.355,100.03,7.97,6.06,7.015,4.88,10754.0,11137.0
2020-08-07,32.08,27.21,29.645,100.05,6.84,4.42,5.63,8.13,10838.0,11323.0
2020-08-08,32.41,26.9,29.655,99.92,6.59,4.56,5.575,2.08,11491.0,12023.0
2020-08-09,31.48,26.74,29.11,99.94,6.42,4.16,5.29,2.73,11518.0,11974.0
2020-08-10,32.43,26.44,29.435,100.01,6.1,4.25,5.175,2.05,11706.0,12246.0
2020-08-11,31.29,26.83,29.06,99.94,6.77,3.93,5.35,13.02,11629.0,12246.0
2020-08-12,32.7,27.11,29.905,99.94,6.85,4.05,5.45,14.66,11819.0,12238.0
2020-08-13,32.33,27.07,29.7,99.86,6.12,4.48,5.3,4.29,11902.0,12484.0
2020-08-14,32.11,26.49,29.3,99.66,6.98,1.88,4.43,3.07,11034.0,11501.0
2020-08-15,31.73,25.9,28.815,99.62,10.74,3.73,7.235,13.68,10199.0,10589.0
2020-08-16,30.0,26.56,28.28,99.71,8.34,6.2,7.27,9.41,11025.0,11346.0
2020-08-17,31.38,26.23,28.805,99.82,7.34,5.9,6.62,14.58,11161.0,11682.0
2020-08-18,31.76,25.98,28.87,99.83,6.13,4.37,5.25,5.17,11004.0,11793.0
2020-08-19,30.28,26.26,28.27,99.79,9.12,6.0,7.56,5.43,10946.0,11429.0
2020-08-20,29.02,25.69,27.355,100.09,10.17,6.91,8.54,17.66,10621.0,11132.0
2020-08-21,29.0,25.81,27.405,100.42,8.93,5.77,7.35,12.6,9960.0,10401.0
2020-08-22,29.31,25.61,27.46,100.4,7.07,2.94,5.005,25.4,10879.0,11429.0
2020-08-23,31.55,25.39,28.47,100.23,5.1,2.26,3.68,8.63,11322.0,11804.0
2020-08-24,31.93,25.41,28.67,100.1,3.88,2.8,3.34,10.51,11452.0,11975.0
2020-08-25,30.55,26.12,28.335,100.15,7.0,2.37,4.685,5.91,10932.0,11563.0
2020-08-26,30.57,25.98,28.275,100.18,14.74,6.48,10.61,2.79,10972.0,11239.0
2020-08-27,30.2,25.96,28.08,100.28,7.88,5.92,6.9,11.29,11160.0,11595.0
2020-08-28,31.3,25.66,28.48,100.21,6.23,4.05,5.14,11.4,10740.0,11251.0
2020-08-29,31.92,25.9,28.91,100.22,5.88,3.7,4.79,5.72,11678.0,12081.0
2020-08-30,31.97,26.19,29.08,100.25,5.74,3.45,4.595,4.26,11696.0,12177.0
2020-08-31,31.42,26.3,28.86,100.3,4.3,1.83,3.065,10.82,12021.0,12577.0
2020-09-01,29.53,26.22,27.875,100.4,5.29,1.14,3.215,23.26,10957.0,11453.0
2020-09-02,31.61,25.37,28.49,100.64,5.62,3.18,4.4,21.46,10370.0,10872.0
2020-09-03,32.4,25.3,28.85,100.73,5.49,2.05,3.77,8.15,11957.0,12427.0
2020-09-04,32.55,25.74,29.145,100.56,4.05,1.26,2.655,8.23,11616.0,12101.0
2020-09-05,32.31,26.43,29.37,100.37,6.2,3.64,4.92,0.12,12196.0,12892.0
2020-09-06,31.37,26.33,28.85,100.33,6.16,4.56,5.36,2.0,11534.0,12097.0
2020-09-07,31.41,26.55,28.98,100.41,5.83,3.91,4.87,6.39,11227.0,11771.0
2020-09-08,31.09,26.2,28.645,100.46,5.37,2.36,3.865,10.42,11664.0,12016.0
2020-09-10,31.39,26.87,29.13,100.17,5.55,4.01,4.78,18.01,11454.0,11941.0
2020-09-11,31.59,26.28,28.935,100.26,5.84,4.12,4.98,15.02,10878.0,11259.0
2020-09-12,30.94,26.35,28.645,100.47,5.41,3.05,4.23,12.2,11745.0,12229.0
2020-09-13,30.88,26.45,28.665,100.54,5.27,3.45,4.36,20.23,11793.0,12345.0
2020-09-14,31.1,26.07,28.585,100.47,5.95,3.3,4.625,5.01,11519.0,12040.0
2020-09-15,30.76,26.02,28.39,100.42,4.92,2.38,3.65,8.05,11591.0,12080.0
2020-09-16,30.35,26.46,28.405,100.38,5.79,4.72,5.255,2.11,11454.0,11966.0
2020-09-17,30.39,26.47,28.43,100.32,6.13,2.59,4.36,12.21,10942.0,11554.0
2020-09-18,32.77,26.05,29.41,100.19,3.77,0.32,2.045,1.83,11069.0,11625.0
2020-09-19,32.57,26.41,29.49,99.92,5.66,1.41,3.535,7.7,12223.0,12725.0
2020-09-20,31.73,27.37,29.55,99.72,5.86,0.83,3.345,2.74,11694.0,12220.0
2020-09-21,30.8,26.64,28.72,99.88,10.7,4.85,7.775,14.58,11413.0,11925.0
2020-09-22,29.8,26.64,28.22,100.16,9.02,4.72,6.87,16.91,11056.0,11422.0
2020-09-23,29.36,26.73,28.045,100.39,6.84,5.05,5.945,18.01,10939.0,11384.0
2020-09-24,28.96,26.35,27.655,100.45,6.61,5.41,6.01,13.99,10978.0,11477.0
2020-09-25,29.75,26.35,28.05,100.26,6.61,5.48,6.045,33.48,9767.0,10262.0
2020-09-26,29.07,26.21,27.64,100.18,8.77,5.85,7.31,39.17,10261.0,10714.0
2020-09-27,30.41,25.62,28.015,100.34,5.99,3.8,4.895,4.03,10979.0,11499.0
2020-09-28,31.35,25.56,28.455,100.36,4.34,1.88,3.11,1.03,11743.0,12111.0
2020-09-29,31.5,25.76,28.63,100.28,3.16,0.58,1.87,0.16,11819.0,12250.0
2020-09-30,31.1,26.24,28.67,100.19,3.55,0.29,1.92,1.03,11913.0,12428.0
2020-10-01,29.95,26.19,28.07,100.2,4.66,1.16,2.91,27.92,11538.0,12065.0
2020-10-02,29.62,25.71,27.665,100.33,3.18,2.01,2.595,28.92,10720.0,11238.0
2020-10-03,31.06,26.33,28.695,100.41,3.4,0.95,2.175,8.57,11598.0,12091.0
2020-10-04,30.29,25.8,28.045,100.47,3.44,2.24,2.84,7.92,11830.0,12317.0
2020-10-05,29.83,25.65,27.74,100.47,3.7,2.05,2.875,20.48,11547.0,12054.0
2020-10-06,29.08,25.24,27.16,100.61,4.92,3.55,4.235,53.6,11286.0,11944.0
2020-10-07,30.45,24.31,27.38,100.72,4.49,2.24,3.365,16.95,11307.0,11899.0
2020-10-08,31.75,24.92,28.335,100.68,3.48,0.24,1.86,22.96,11499.0,12063.0
2020-10-09,32.32,25.94,29.13,100.61,2.99,0.34,1.665,0.33,11352.0,11909.0
2020-10-10,32.15,26.44,29.295,100.5,2.67,0.77,1.72,0.06,12057.0,12650.0
2020-10-11,32.48,26.12,29.3,100.38,3.38,0.72,2.05,3.41,12198.0,12759.0
2020-10-12,32.58,25.82,29.2,100.34,3.02,0.16,1.59,7.55,12029.0,12722.0
2020-10-13,32.8,26.13,29.465,100.36,2.51,0.23,1.37,6.22,12102.0,12727.0
2020-10-14,32.69,26.95,29.82,100.45,3.01,0.08,1.545,4.29,11936.0,12528.0
2020-10-15,33.43,27.1,30.265,100.46,3.15,0.11,1.63,1.0,12106.0,12684.0
2020-10-16,32.81,26.78,29.795,100.44,2.38,1.04,1.71,2.08,11447.0,11984.0
2020-10-17,32.23,25.67,28.95,100.46,3.84,1.63,2.735,0.21,12031.0,12637.0
2020-10-18,31.97,26.22,29.095,100.53,3.88,0.65,2.265,0.23,11917.0,12512.0
2020-10-19,31.78,25.3,28.54,100.5,3.91,0.56,2.235,0.3,12058.0,12659.0
2020-10-20,31.48,24.46,27.97,100.51,4.41,0.78,2.595,1.62,11933.0,12538.0
2020-10-21,28.78,24.96,26.87,100.64,5.66,1.67,3.665,19.33,11433.0,12026.0
2020-10-22,27.07,24.11,25.59,100.49,6.97,3.02,4.995,55.2,9354.0,9836.0
2020-10-23,27.33,23.12,25.225,100.13,7.25,0.47,3.86,98.61,7734.0,8212.0
2020-10-24,28.85,23.83,26.34,100.35,6.81,3.42,5.115,3.1,9408.0,9790.0
2020-10-25,29.61,23.37,26.49,100.84,3.2,1.48,2.34,2.41,10230.0,10732.0
2020-10-26,30.42,23.01,26.715,100.89,3.37,0.42,1.895,1.45,10189.0,10705.0
2020-10-27,29.76,22.17,25.965,100.84,4.29,1.38,2.835,0.0,10665.0,11294.0
2020-10-29,31.54,22.7,27.12,100.89,4.88,1.09,2.985,0.2,11453.0,12085.0
2020-10-30,31.32,23.76,27.54,100.74,5.02,2.26,3.64,0.61,10540.0,11107.0
2020-10-31,28.37,24.42,26.395,100.82,5.83,1.73,3.78,12.92,10665.0,11266.0
2020-11-01,27.99,23.52,25.755,100.98,6.44,1.67,4.055,14.49,10487.0,11051.0
2020-11-02,30.11,23.33,26.72,101.04,1.66,0.48,1.07,8.01,10930.0,11572.0
2020-11-03,30.23,24.21,27.22,101.04,4.2,0.16,2.18,1.92,10755.0,11427.0
2020-11-04,27.56,20.37,23.965,101.03,4.39,2.16,3.275,0.11,9730.0,10322.0
2020-11-05,29.63,18.41,24.02,101.19,4.52,0.91,2.715,0.0,9072.0,9602.0
2020-11-06,26.54,16.65,21.595,101.42,4.88,1.63,3.255,0.0,7446.0,7975.0
2020-11-07,27.4,15.76,21.58,101.41,4.99,1.88,3.435,0.0,8796.0,9242.0
2020-11-08,28.63,17.66,23.145,101.41,4.4,1.29,2.845,0.0,9222.0,9801.0
2020-11-09,29.35,19.19,24.27,101.29,3.29,0.91,2.1,0.0,9375.0,10008.0
2020-11-10,28.77,18.83,23.8,101.25,4.16,1.55,2.855,0.0,9594.0,10084.0
2020-11-11,29.49,18.65,24.07,101.34,4.47,1.7,3.085,0.0,9318.0,9996.0
2020-11-12,29.73,18.51,24.12,101.38,4.62,0.46,2.54,0.0,9511.0,10193.0
2020-11-13,29.55,19.8,24.675,101.27,5.31,1.78,3.545,0.0,8327.0,8915.0
2020-11-14,28.62,19.62,24.12,101.23,5.42,2.72,4.07,0.0,9248.0,9822.0
2020-11-15,28.37,18.38,23.375,101.24,5.43,1.09,3.26,0.0,9180.0,9729.0
2020-11-16,28.58,19.19,23.885,101.17,4.42,0.3,2.36,0.0,9170.0,9719.0
2020-11-17,27.65,19.51,23.58,101.08,4.9,1.99,3.445,0.0,9087.0,9633.0
2020-11-18,27.26,18.27,22.765,101.14,3.48,0.82,2.15,0.0,8802.0,9429.0
2020-11-19,27.15,18.37,22.76,101.13,4.41,0.27,2.34,0.0,8850.0,9284.0
2020-11-20,28.14,18.65,23.395,101.08,4.71,1.12,2.915,2.06,7877.0,8454.0
2020-11-21,27.4,19.75,23.575,101.05,4.3,0.17,2.235,7.96,8701.0,9321.0
2020-11-22,25.03,17.03,21.03,101.36,6.23,2.52,4.375,1.5,8569.0,8989.0
2020-11-23,23.79,12.76,18.275,101.48,5.54,2.97,4.255,0.13,8407.0,8867.0
2020-11-24,25.08,13.05,19.065,101.38,4.98,1.21,3.095,0.0,8259.0,8762.0
2020-11-25,25.89,14.19,20.04,101.37,3.95,1.15,2.55,0.0,8324.0,8900.0
2020-11-26,25.63,15.67,20.65,101.4,4.15,1.23,2.69,0.0,8439.0,8926.0
2020-11-27,25.84,16.19,21.015,101.47,6.48,2.13,4.305,0.0,7234.0,7828.0
2020-11-28,26.22,16.55,21.385,101.49,6.77,3.09,4.93,0.0,8553.0,9056.0
2020-11-29,25.91,14.78,20.345,101.49,6.48,2.38,4.43,0.0,8431.0,9055.0
2020-11-30,26.26,13.81,20.035,101.42,5.62,0.32,2.97,0.0,8456.0,9074.0
2020-12-01,26.29,14.94,20.615,101.43,3.71,0.29,2.0,0.0,8436.0,8968.0
2020-12-02,25.9,16.29,21.095,101.25,3.53,0.8,2.165,0.0,8429.0,8991.0
2020-12-03,25.8,16.62,21.21,101.2,2.42,0.84,1.63,0.0,8496.0,8928.0
2020-12-04,25.39,15.97,20.68,101.16,2.73,0.43,1.58,0.0,7551.0,7922.0
2020-12-05,24.75,16.14,20.445,101.24,2.39,0.84,1.615,0.0,8548.0,9098.0
2020-12-06,25.02,16.0,20.51,101.41,2.52,0.66,1.59,0.0,8394.0,8996.0
2020-12-07,25.29,15.55,20.42,101.53,4.4,0.19,2.295,0.0,8415.0,8991.0
2020-12-08,24.19,15.33,19.76,101.51,4.23,0.83,2.53,0.0,8446.0,8940.0
2020-12-09,24.23,16.26,20.245,101.35,2.3,0.23,1.265,0.0,8299.0,8815.0
2020-12-10,24.12,15.99,20.055,101.27,1.5,0.41,0.955,0.0,8369.0,8884.0
2020-12-11,23.57,15.65,19.61,101.34,1.77,0.59,1.18,0.02,7514.0,7871.0
2020-12-12,22.59,15.2,18.895,101.25,3.12,0.02,1.57,0.0,8294.0,8743.0
2020-12-13,24.24,15.5,19.87,101.1,2.22,0.27,1.245,0.0,8230.0,8699.0
2020-12-14,24.35,15.15,19.75,101.25,2.92,0.31,1.615,0.0,8396.0,8877.0
2020-12-15,23.75,14.13,18.94,101.47,5.07,1.21,3.14,0.0,8413.0,8816.0
2020-12-16,23.83,15.2,19.515,101.52,4.88,2.78,3.83,0.0,7263.0,7679.0
2020-12-17,23.87,14.1,18.985,101.43,4.7,2.23,3.465,0.0,8050.0,8546.0
2020-12-18,22.22,12.96,17.59,101.51,5.24,1.81,3.525,0.0,7408.0,7888.0
2020-12-19,19.83,9.44,14.635,101.63,5.74,2.45,4.095,0.0,8069.0,8602.0
2020-12-20,20.68,7.99,14.335,101.59,6.48,2.04,4.26,0.0,8215.0,8763.0
2020-12-21,22.76,9.95,16.355,101.4,5.46,0.5,2.98,0.0,8478.0,8862.0
2020-12-22,23.1,11.67,17.385,101.32,3.84,0.2,2.02,0.0,8499.0,8860.0
2020-12-23,23.19,12.1,17.645,101.24,3.46,1.09,2.275,6.14,8447.0,8950.0
2020-12-24,23.66,12.48,18.07,101.21,4.86,1.84,3.35,0.0,8385.0,8838.0
2020-12-25,23.26,12.05,17.655,101.26,4.99,2.22,3.605,0.0,7367.0,7815.0
2020-12-26,22.44,10.55,16.495,101.36,5.12,2.8,3.96,0.0,8310.0,8775.0
2020-12-27,21.85,9.55,15.7,101.3,5.27,2.47,3.87,0.0,8384.0,8843.0
2020-12-28,22.43,10.69,16.56,101.24,4.27,1.34,2.805,0.0,8367.0,8808.0
2020-12-29,22.23,11.27,16.75,101.29,4.47,0.84,2.655,0.0,8384.0,8945.0
2020-12-30,22.71,10.4,16.555,101.39,6.07,2.02,4.045,0.0,8329.0,8911.0
2020-12-31,22.98,10.53,16.755,101.42,6.23,2.6,4.415,0.0,8348.0,8853.0
2021-01-01,23.27,10.4,16.835,101.45,6.13,2.41,4.27,0.0,7417.0,7934.0
2021-01-02,23.22,10.72,16.97,101.43,5.69,1.65,3.67,0.0,8407.0,8946.0
2021-01-03,24.14,11.55,17.845,101.27,4.59,1.23,2.91,0.0,8318.0,8863.0
2021-01-04,25.06,13.83,19.445,101.31,3.3,0.94,2.12,0.0,8478.0,8921.0
2021-01-05,25.23,13.97,19.6,101.32,3.78,1.47,2.625,0.47,8619.0,8993.0
2021-01-06,26.33,14.51,20.42,101.15,3.89,1.31,2.6,0.0,8635.0,9073.0
2021-01-07,27.27,16.26,21.765,101.04,3.38,1.03,2.205,0.0,8753.0,9116.0
2021-01-08,26.49,14.83,20.66,101.08,3.46,1.34,2.4,0.22,7846.0,8158.0
2021-01-09,25.09,15.36,20.225,101.07,2.8,1.16,1.98,0.0,8767.0,9141.0
2021-01-10,25.29,15.06,20.175,101.07,2.94,0.62,1.78,0.0,8750.0,9200.0
2021-01-11,26.03,16.76,21.395,101.21,5.17,0.33,2.75,0.0,8918.0,9283.0
2021-01-12,24.4,15.21,19.805,101.33,4.96,1.65,3.305,0.0,8859.0,9245.0
2021-01-13,22.55,12.79,17.67,101.4,4.48,1.37,2.925,0.0,8788.0,9243.0
2021-01-14,21.81,10.34,16.075,101.4,5.23,1.73,3.48,0.0,8791.0,9125.0
2021-01-15,21.26,10.83,16.045,101.24,5.23,1.97,3.6,2.11,7819.0,8182.0
2021-01-16,22.0,10.58,16.29,101.14,4.09,1.7,2.895,0.0,8771.0,9165.0
2021-01-17,21.82,10.87,16.345,101.41,4.44,2.15,3.295,0.0,8817.0,9232.0
2021-01-18,23.2,11.33,17.265,101.36,4.16,0.4,2.28,0.0,8927.0,9297.0
2021-01-19,22.58,13.29,17.935,101.18,4.47,0.58,2.525,0.0,8954.0,9380.0
2021-01-20,23.51,14.76,19.135,101.09,4.91,1.28,3.095,0.43,8797.0,9241.0
2021-01-21,24.37,13.42,18.895,101.17,5.01,0.29,2.65,0.03,8844.0,9279.0
2021-01-22,22.95,10.24,16.595,101.33,4.95,0.83,2.89,0.1,7806.0,8189.0
2021-01-23,22.13,11.25,16.69,101.23,3.16,0.71,1.935,0.0,8810.0,9242.0
2021-01-24,23.58,11.84,17.71,101.33,3.3,0.1,1.7,0.0,8822.0,9104.0
2021-01-25,23.29,10.73,17.01,101.44,4.52,0.95,2.735,0.0,8815.0,9278.0
2021-01-26,23.53,12.14,17.835,101.39,4.44,1.89,3.165,0.0,8872.0,9240.0
2021-01-27,22.94,10.06,16.5,101.45,5.42,2.72,4.07,0.0,8781.0,9272.0
2021-01-28,23.53,8.35,15.94,101.47,6.2,2.91,4.555,0.0,8844.0,9240.0
2021-01-29,24.21,9.11,16.66,101.41,6.52,2.6,4.56,0.0,7939.0,8348.0
2021-01-30,23.37,10.39,16.88,101.37,5.15,2.24,3.695,0.0,8596.0,9075.0
2021-01-31,21.52,7.58,14.55,101.59,4.27,2.2,3.235,0.0,8790.0,9188.0
2021-02-01,22.47,8.53,15.5,101.69,5.23,2.34,3.785,0.0,8746.0,9074.0
2021-02-02,23.0,8.63,15.815,101.62,5.05,2.04,3.545,0.0,8750.0,9234.0
2021-02-03,25.05,9.27,17.16,101.49,5.63,2.98,4.305,0.0,8852.0,9179.0
2021-02-04,26.45,10.55,18.5,101.43,6.05,3.48,4.765,0.0,8793.0,9193.0
2021-02-05,26.83,11.53,19.18,101.29,5.84,2.23,4.035,0.0,7836.0,8291.0
2021-02-06,27.0,14.95,20.975,101.2,8.91,0.39,4.65,0.0,8885.0,9277.0
2021-02-07,25.26,13.8,19.53,101.41,7.38,2.84,5.11,0.1,8718.0,9201.0
2021-02-08,25.93,11.44,18.685,101.39,5.84,3.05,4.445,0.01,8974.0,9367.0
2021-02-09,26.57,10.91,18.74,101.34,4.96,2.78,3.87,0.0,8964.0,9356.0
2021-02-10,27.02,14.12,20.57,101.17,3.2,0.67,1.935,0.0,9048.0,9495.0
2021-02-11,26.89,14.69,20.79,101.16,3.1,0.95,2.025,0.0,8997.0,9283.0
2021-02-12,27.65,15.1,21.375,101.25,3.35,0.66,2.005,0.0,7800.0,8150.0
2021-02-13,27.76,15.46,21.61,101.29,3.39,0.38,1.885,0.0,8804.0,9370.0
2021-02-14,27.74,15.67,21.705,101.22,2.3,0.29,1.295,0.0,8973.0,9370.0
2021-02-15,28.35,15.48,21.915,101.08,3.13,0.93,2.03,0.0,9009.0,9418.0
2021-02-16,28.77,13.57,21.17,101.09,4.29,0.38,2.335,0.0,9113.0,9545.0
2021-02-17,28.85,14.67,21.76,101.19,4.52,0.34,2.43,0.0,9074.0,9519.0
2021-02-18,30.8,15.35,23.075,101.35,6.63,2.31,4.47,0.0,8145.0,9529.0
2021-02-19,28.97,17.08,23.025,101.48,4.9,1.15,3.025,0.0,9166.0,8526.0
2021-02-20,27.03,17.76,22.395,101.51,5.55,1.22,3.385,0.0,8887.0,9150.0
2021-02-21,30.26,16.3,23.28,101.4,3.75,1.5,2.625,0.0,8046.0,8450.0
2021-02-22,29.95,16.24,23.095,101.29,3.78,1.3,2.54,0.0,9211.0,9576.0
2021-02-23,30.43,16.47,23.45,101.1,3.86,1.59,2.725,0.0,9339.0,9640.0
2021-02-24,30.87,17.39,24.13,100.9,3.41,0.66,2.035,0.0,9436.0,9709.0
2021-02-25,31.82,17.9,24.86,100.76,4.37,0.62,2.495,0.0,9602.0,10039.0
2021-02-26,33.35,16.47,24.91,100.58,5.4,2.36,3.88,0.0,8677.0,9102.0
2021-02-27,33.15,18.23,25.69,100.58,5.22,0.79,3.005,0.0,9959.0,10386.0
2021-02-28,34.3,17.19,25.745,100.7,7.32,0.57,3.945,0.0,10308.0,10603.0
2021-03-01,34.49,18.62,26.555,100.95,7.23,1.95,4.59,0.0,10458.0,10988.0
2021-03-02,33.65,19.16,26.405,101.04,4.08,2.23,3.155,0.0,10421.0,10798.0
2021-03-04,32.23,16.93,24.58,101.0,5.28,0.28,2.78,0.0,10224.0,10640.0
2021-03-05,33.66,16.19,24.925,100.89,7.41,0.27,3.84,0.0,9348.0,9947.0
2021-03-07,33.71,19.05,26.38,101.03,6.12,1.34,3.73,0.56,10345.0,10951.0
2021-03-08,33.2,20.12,26.66,101.13,6.18,0.6,3.39,0.54,10654.0,11416.0
2021-03-09,35.22,19.41,27.315,101.01,6.23,2.46,4.345,0.23,10941.0,11147.0
